rpsp rsrp 172 86 79
rrpr sspp 171 314 156
ppps psss 171 169 143
rspr spsp 170 247 160
prps rpsr 170 116 233
rprr rsrr 169 154 73
rsrs rpss 169 103 174
rprr rppr 168 191 148
rrsp rpps 168 178 141
prsp prss 168 125 75
rprs rrrs 168 108 229
srpr rssr 167 324 183
sprs sspr 166 213 607
sprr rrsr 166 171 199
rssp srss 166 127 222
rprs ssrr 166 114 333
pssp ssrr 166 81 132
rpsp srrs 166 70 106
rrrp rrpp 165 245 217
srpp sssp 165 160 135
spsr sprp 165 142 236
rsrp ppss 165 104 97
prps srrp 165 69 120
ppsr sppp 164 148 175
sprp sspr 163 356 174
sspr srrs 163 194 180
ssrr rsss 163 138 156
sppr ssrp 163 128 87
psrr rrss 163 97 162
ppsr srpp 163 79 124
psrr srss 163 75 108
prrr sspr 163 66 74
srpr pssp 162 293 97
pprr spsr 162 221 167
rprr ssrr 162 140 85
rspp srsp 162 133 162
rpsr ppss 162 120 221
rpsr sspp 161 314 611
prrs sspp 161 205 291
rssp ppss 161 150 123
srpr spsr 160 257 136
rspp rpsr 160 105 82
ppss rspr 160 75 91
prss srrs 159 271 344
rrrp pspp 159 220 174
ssrp pprs 159 162 79
srrr ppss 159 154 140
srsp spss 159 139 83
prsp rrss 159 119 73
spps rrsp 158 178 84
prsr rrrs 158 140 282
rprp rrps 158 129 61
rpsr ssrp 158 117 525
srps rrpp 158 109 101
rrpr rrpp 157 269 153
srsr ppss 157 187 359
sssp prrr 157 156 242
ppsp sssr 157 132 166
rssr rrss 157 102 205
srrr rrsp 157 58 88
rrrs rrpp 156 290 286
srrr sssp 156 257 201
sprr psrr 156 139 89
rpss sppp 156 138 129
srrr srsp 156 64 62
srps sssr 156 49 101
rrpr pspp 155 224 141
rspr rpsr 155 202 102
ppss rssr 155 156 151
srpp pssp 155 107 102
pssp sppr 154 189 204
spps psrp 154 70 82
rspr ppsr 153 161 118
rpsp rprp 153 87 85
psrp ssps 152 210 99
rrrp ssps 152 202 99
spsp ssrp 152 123 99
rprp sppr 151 230 160
ppss sssp 151 188 79
rrsp rppr 151 187 109
pprs spsr 151 158 269
spss pspp 151 150 66
rrps pspp 151 116 127
pppp rsps 151 64 272
prpp prrp 151 23 17
ppps ppss 150 138 72
rprr prrr 150 109 93
rssr pprp 150 95 75
rspr pssr 149 299 198
rppr psrs 149 261 197
rrpp rpps 149 259 138
srrs rssp 149 209 217
rrsp prps 149 171 129
pprs ppsr 149 170 207
prps prrr 149 109 249
rprp srrr 149 88 45
spsp rppp 148 203 78
sspr rrrp 148 121 174
ppsr sssp 148 111 139
rssr prss 148 94 175
rsrr pprr 148 88 86
pssr pspp 148 78 154
ppps rrsr 148 62 86
prps psrr 147 139 202
spsr srpp 147 115 203
rpsp pprp 147 78 79
ssss rssr 145 405 318
rsss rrss 145 328 255
rspr spsr 145 165 102
spss ssrp 145 140 83
sprs rsps 145 131 361
srsp rssp 145 124 61
prsr prrs 145 122 248
rprs rsrr 145 100 263
ssrp srrp 145 95 90
psrs rrss 145 88 173
psss srpr 144 292 201
pprp ppsr 144 158 106
ppss srsr 144 149 82
rrps rrpp 144 146 135
ssrr prsp 144 132 136
rspp spsp 144 110 113
rrrr rssp 144 94 132
srpr srsr 143 190 91
sppr pspp 143 113 38
rrss spps 143 104 167
rpsp rsrs 143 57 41
pppr srss 142 135 99
ssrp ssrs 142 111 78
rpsr rsrp 142 110 377
pprr ppsr 141 179 119
psss pppr 141 133 225
rsrp sssr 141 131 62
sprr sspr 141 103 147
sssp rprr 141 91 180
spsp pspp 141 79 75
rsrs rsss 141 61 129
ssss rprr 140 688 312
psrp rrps 140 198 113
rrpp sspp 140 150 107
sspr pssp 139 117 95
psss ssrr 138 359 134
rssp psss 138 140 82
rssp prsr 138 131 83
rrss ppps 138 119 153
rrps rpps 137 165 184
rrsr rrps 137 159 220
spsp sprp 137 121 71
spsp psrp 137 119 103
psps prpp 137 95 109
rpps rrrs 137 88 101
spsp rrss 136 207 130
rrpp psss 136 178 168
rrpp spps 136 154 108
sprr pspr 136 129 80
srsp prss 136 120 77
pssp srps 136 81 67
prsp rrps 136 80 87
srrr pppp 136 62 74
srss ppss 135 248 236
rprp rppr 135 213 164
psrp prss 135 156 57
psrr ssrs 135 99 143
pppp spps 135 84 290
spsp ppps 134 174 87
sssp ssrs 134 137 95
rprs ppsr 134 123 175
srrr rpss 134 52 57
pspr sppp 133 288 329
ssss sssr 133 278 217
rpss prrs 133 227 186
pprr srpp 133 174 82
rrsp psps 133 137 104
rrpp rrpp 133 134 111
rprs srrr 133 128 183
rssr ppss 133 107 122
prrs ssps 133 106 133
spps ssrp 133 76 59
sssr rprr 133 69 98
ssrr rrrs 133 39 81
sprp ppps 132 301 83
rpsr sppp 132 211 301
sppr rpps 132 154 128
rrss rpps 132 153 169
srrp prss 132 116 135
rrps spsr 132 112 112
pprr rspr 132 110 81
prps rsrr 132 103 171
rppp sspp 132 91 159
rspr rssp 131 272 205
pprp spsr 131 174 94
ppps srss 131 154 82
prrp sspr 131 122 75
rrss rrps 130 150 236
pprp srsr 130 132 84
rppr prrs 130 128 118
prsr psrs 130 118 253
prrr rrrp 130 88 131
rsrs spss 130 79 160
ssps rsrp 130 65 81
rsrr srss 130 52 133
ssps sssr 129 107 72
pspp sppp 129 106 172
sppp rrsp 129 87 220
psrr psps 129 84 167
pssr srpp 129 79 133
rrpp pppp 128 205 224
rpss ppss 128 190 185
rrps psss 128 140 93
sspp ssrs 128 97 98
prss rrrs 127 177 225
psrp rsps 127 172 101
srsp pssp 127 138 84
rprs sprr 127 125 196
sppr ssps 127 120 82
pprr rppp 127 106 86
rsrs pspr 127 51 100
rrrr psrp 127 30 30
ssss ssrr 126 472 274
spsr rppp 126 255 303
pprr sppp 126 138 57
prsp sspp 126 99 64
prsp srss 126 99 49
ssps srrs 126 84 148
ssrp prsp 126 82 80
prrr prrr 126 67 71
srpp spsr 125 182 150
spss rppp 125 171 114
rssp pprp 125 170 140
rppr ppsr 125 143 75
prrr ssps 125 115 72
rrsp srrs 125 97 117
prps sspp 125 93 142
rrrs ssps 125 75 99
psps rppp 125 73 123
prps rrrp 125 65 150
rrrp prpp 124 184 199
pprs srsr 124 167 192
srrs ppss 124 149 187
ssps pssp 124 129 47
ssps pprs 124 117 102
sssp pprs 124 96 98
psps srsr 124 39 194
pprr sssr 123 116 103
rppp psrr 123 104 202
rprs rrps 123 61 134
rrrs prpp 122 262 254
rsss pssr 122 196 252
srpr rrsr 122 121 62
psrs rpps 122 108 200
spps sspp 122 83 53
psps rrpp 122 59 65
srrr spsp 122 43 43
rsss prss 121 278 257
prpr sspp 121 197 210
srpr pssr 121 178 98
srss rpss 121 162 124
rppr rppp 121 147 76
rsrs ppss 121 77 107
ssrp rprp 121 77 92
rrss sspr 121 70 108
prrp spsp 120 140 75
psps srsp 120 106 115
sssr ssrr 120 94 149
rspp spsr 120 94 74
rspp rpsp 120 79 87
pssp pprs 120 70 82
rspr rpsp 119 212 147
sprr sssp 119 121 124
spps rpps 119 99 114
ssrp psss 119 97 73
rpsp rrpp 119 96 52
rspp rssp 119 95 94
rppr rrrs 119 87 84
psrs ssrs 119 76 147
pspp prpp 119 63 151
psps pspp 119 62 64
rpsr pprs 119 57 156
prpp pprr 118 196 222
prpr psrr 118 156 101
rprp ssrr 118 147 96
sprs pspr 118 121 341
rssr spss 118 95 172
prrr sppp 118 65 46
psrr psss 118 60 56
ssrr rppp 118 57 126
rppr psrr 117 166 86
prrp psrr 117 146 109
rrpp pspp 117 145 133
prss ssps 117 132 184
spps rrss 117 123 73
pssp pppr 117 109 138
pprp pssp 117 90 86
ssps rrrp 117 79 104
ssrs ssrs 117 74 112
ssps prpr 117 45 112
pssr pppr 116 108 168
srrp rrpp 116 104 147
sprr ssrr 116 100 89
prrr sprr 116 88 48
psrr ssps 116 82 112
sspp pssp 116 73 122
sssr prrr 116 64 108
prrp sspp 115 153 143
ssps ssrr 115 94 136
pppr rsps 115 89 52
srpp rrpp 115 87 78
spsr prrp 115 62 151
rrpr psss 114 168 78
pppr rrss 114 89 56
psrs psps 114 82 176
sppr rrpp 114 81 102
sspp rsrp 114 81 66
ssps pspr 114 57 79
spps pspp 114 55 77
ssrr prrp 114 48 122
rsss pprs 113 326 212
srpr prsr 113 171 81
pppr spps 113 149 86
rsrp sspr 113 133 100
psrp rpss 113 119 100
prsr ppss 113 114 176
rprs pprr 113 111 210
psrs prps 113 107 189
sspr ssrs 113 105 101
sspr rsrp 113 103 150
rspp ppsr 113 102 66
sssr rsrr 113 57 125
rrrr sspr 113 54 60
srrs sssp 112 170 156
psrp ppss 112 153 64
rrrs pspp 112 149 168
sssr rssr 112 122 132
sspr prrs 112 118 109
spsp srpp 112 115 90
pppr srpp 112 53 55
rrps pppp 111 232 173
rrpr rpps 111 183 90
srpr prpp 111 152 77
ppss pssp 111 121 75
rrps sppr 111 104 113
sprs psrr 111 101 229
sppr srpp 111 93 82
sprs sprr 111 90 221
sppp ssps 111 70 116
srps pprr 111 64 81
ssrp rrrs 111 63 69
ssps rssr 111 49 41
rrpr pppp 110 266 205
prpr pprr 110 191 169
prss psrs 110 174 226
rrsp ppps 110 130 134
rrps spps 110 126 138
sspr srrp 110 114 89
rsrp pprr 110 114 77
spsr sssp 110 104 114
srpp rssr 110 98 91
prrp rrrp 110 87 49
spss sprp 110 81 69
prrr rrrr 110 58 50
srrr prss 110 52 88
prsp srps 109 64 37
ssrr rprp 109 61 130
rpsp srpp 109 54 61
pprr rrsp 108 136 121
ppsr rssr 108 127 170
sprr prrr 108 110 85
ppss pssr 108 104 99
sprr sprr 108 95 83
ppss rrsp 108 86 72
sspp srrp 108 78 82
ssrs rsss 108 69 119
srps prrp 108 50 45
pssr rsrr 108 45 86
rpsp rprs 108 42 53
prrs psrr 107 195 217
prss prrs 107 181 213
prpr ppsr 107 163 159
rppp pprs 107 127 161
spps ssps 107 64 49
ppps ppsr 107 54 36
rsps sspp 107 23 43
ssss pppr 106 154 131
psrp pprs 106 124 66
rrps prpr 106 96 124
rprp ppsr 106 88 54
rrsp sprs 106 84 65
pprr spsp 106 82 68
rppp spps 106 67 131
rsps pspr 106 43 69
pprr srsr 105 124 100
ssps ssrs 105 109 93
prsr rsrs 105 103 183
ppss sppp 105 99 62
prrr ssrr 105 61 61
rrps rspp 105 55 62
srsp sprp 104 114 53
prpp ppsr 104 112 126
rrrs sspr 104 110 121
rpsr srpp 104 83 147
pppp rpps 104 73 234
spps srpp 104 70 66
psrr rppp 104 65 88
psps ssrp 104 55 87
ssps rprp 104 47 86
ssss rsrr 103 804 252
ppps rrss 103 129 58
pprp rrsp 103 101 86
srrs rpsp 103 95 157
prpp sspp 103 87 200
srrp rrsp 103 82 104
rspp pssr 103 82 83
pssr sspp 103 67 64
pssp rrsr 103 56 46
ppsr srrr 103 49 92
sssr pprr 103 44 115
rrrr prrr 103 31 30
rrrr prsp 103 22 22
ssrp prps 102 136 79
sprs ppps 102 114 228
rssr rpss 102 100 166
rprs rprr 102 85 240
pssr rppp 102 67 79
ssrp ssss 102 63 39
rsps rspr 102 55 56
ssrr prps 102 40 68
sprp pspr 101 179 72
srsr rpss 101 163 202
rprp sprr 101 106 52
sspr sssr 101 98 84
ssrs pprs 101 87 127
pspp pppr 101 78 66
pppp prss 101 73 263
rspp prrs 101 66 43
psrr rrpp 101 22 53
rpps pprr 100 137 100
prpr rsrr 100 129 142
ppsp sssp 100 115 81
rpps rppp 100 104 68
rpsr rrrs 100 89 265
rprr srrr 100 89 69
sspr rrss 100 44 38
pspr rppp 99 148 155
sspr rprp 99 120 107
rrpr spps 99 117 86
pppp rrrs 99 100 96
pprr rssr 99 95 118
sprp sssp 99 88 46
sppp sspp 99 66 131
srps prpp 99 61 54
ssrr srrp 99 55 182
pssr sspr 99 52 91
prrr ppsp 99 42 58
srpr rrpp 98 232 136
pspr prpp 98 153 234
psrr rpps 98 120 252
rsrr rpss 98 117 96
psrr ppps 98 116 201
ssrp prrp 98 95 87
ppss psrp 98 90 61
rpps sppr 98 89 62
rsrr rsss 98 88 84
sprs rrps 98 81 119
sprr srrr 98 81 72
srps psrr 98 79 76
pssp srsr 98 71 74
sppr sssp 98 64 38
srrp spsp 98 61 57
sppr ssss 98 45 51
rrrr ssrp 98 43 34
pppp ppps 97 87 154
spsr prpp 97 85 135
ppsr rrsp 97 83 142
prpp spsr 97 82 160
prps prsr 97 79 150
rrpr rsss 97 79 30
sppp ssrp 97 75 93
ppsp ppsr 97 63 85
rpsp sprp 97 61 75
psrr prss 97 57 91
pssp srpp 97 57 57
sppp psrp 97 56 72
ssrr srrs 97 49 97
rpps pprs 96 160 102
sssp pprp 96 156 81
pspr pppr 96 153 219
rpss rsrp 96 130 109
rrsr spps 96 119 137
prpp srrr 96 116 160
prsp psps 96 112 91
rprs pppr 96 94 141
rprr sprr 96 86 55
sprs ssrr 96 84 286
sprr rrps 96 73 88
rprr ppsp 96 71 66
pppp ssps 96 48 434
rsss spss 95 146 138
rprp pprr 95 125 65
sspr pprs 95 116 105
srrp rpss 95 116 85
pppp rrss 95 81 371
sspp sssr 95 81 63
ppps spps 95 79 74
rprp spps 95 78 52
pssp rrss 95 69 106
srsp srss 95 65 52
sprp srps 94 172 102
pppr rrsp 94 132 106
rprr pprr 94 94 46
spsp prrp 94 93 91
ppsp srsr 94 81 47
psrs srss 94 80 93
pspp srsp 94 69 136
sspp ssrr 94 69 100
ppss srrp 94 55 51
pssr ssrp 94 49 130
ssss prrr 93 796 259
sprp ssrr 93 176 78
spsp pprs 93 144 52
srpp pssr 93 133 40
sssp prsr 93 118 97
rrsp spsp 93 97 58
prrr pprp 93 88 36
rsrr ppss 93 85 66
spps ppps 93 74 70
spsr srrp 93 45 103
rprp rsps 93 43 19
rsrs spsr 93 36 80
prss ppss 92 165 175
ppss srrr 92 112 73
sssp pssr 92 109 119
srsp pprs 92 98 80
prrr prrp 92 93 72
ppsp sppp 92 91 52
rprs rspr 92 85 140
pssp pspp 92 82 102
pprs rssp 92 79 111
prsp rsps 92 70 60
rpsp spps 92 66 68
ssrr pprs 92 64 153
sspp rssr 92 49 50
rrrr srsp 92 47 33
srps rspp 92 39 48
pssr rrpp 92 32 57
rsrs srpr 92 20 61
rrrr rsrp 92 20 24
spss rrss 91 167 81
prss rsrs 91 146 172
psrp rsrs 91 140 72
pspr rrpp 91 125 144
sprp pprr 91 112 37
rpsp rppp 91 88 55
ppsr srsr 91 87 144
rrss ssps 91 53 88
ssps ssrp 91 38 54
rspr sssp 90 243 131
prsr ssps 90 176 248
rprp rprr 90 127 103
sppr sspp 90 120 78
ssrp srrs 90 105 73
sprs prrr 90 90 202
sprr sspp 90 84 88
prpp psrr 90 79 97
prsr ssrs 90 77 147
rssr srss 90 72 107
ppsp rrsp 90 70 64
ssps psss 90 68 31
pprs spsp 90 67 111
prps rsrp 90 65 95
psps pppp 90 60 138
ssrs prsp 90 52 76
rsps rrsr 90 44 42
psps sppr 90 40 90
rprp ppsp 90 37 33
sprp psrr 89 124 70
pprs rrsp 89 112 149
spsp rprs 89 111 44
rrsp sspr 89 108 86
spss sssp 89 99 56
spsp pppp 89 96 48
sssr pprp 89 94 173
ssrr prpp 89 93 49
rrrp rspp 89 84 117
spss srpp 89 72 65
ppsp rssr 89 71 71
srrs pssr 89 63 65
rpsp prrp 89 59 53
spss prrp 89 56 106
prps rrsp 89 48 121
rrrr rrpr 89 37 35
prrr psrp 89 35 35
rspr ppsp 88 194 82
sppp ppps 88 140 109
pprs sssr 88 132 132
sppr ppps 88 116 76
rprr ppsr 88 109 77
rrss prps 88 91 160
sprp rsrs 88 90 28
srrp rsps 88 77 61
ppss ppsp 88 65 76
pppr rpps 88 58 75
rrrp spsp 88 54 77
ssrs rsrs 88 41 64
srrr rrss 88 39 42
sprp rrps 87 181 90
psrp sprs 87 132 31
psrp psss 87 118 42
rprp rsrr 87 112 79
pspr ssrp 87 110 117
rrrp sspr 87 96 109
ssrp pssp 87 85 74
rrsr sspr 87 77 71
pprs rssr 87 76 168
sspr psss 87 76 42
spsr rsrs 87 63 102
pssp prpr 87 59 38
sspp rssp 87 56 78
sssr pprs 87 53 76
srss pssp 87 50 73
rprp rsrs 87 30 13
sssr prrp 87 27 10
rsss rpss 86 141 154
rpps ppss 86 130 56
sspr ssrr 86 89 87
psrs ssps 86 87 135
pppr prss 86 82 55
rrsr rpps 86 80 118
rprr rrrs 86 80 94
srrp srsp 86 74 78
sspp rrss 86 69 94
prrr pspp 86 60 41
ppsp srpp 86 59 43
prrr srpp 86 44 18
srrr srss 86 39 44
srps sspp 86 38 47
prrr srsp 86 35 50
srrr spss 86 28 50
srrr rspp 86 27 41
srps rspr 86 15 36
spsr sppp 85 159 149
psss pspp 85 141 88
rrpr rspp 85 131 68
sprp prrr 85 115 70
rpps sprr 85 104 58
spsp sppp 85 90 36
pssp ssrp 85 84 70
rpsp pppr 85 73 44
ssrp pprp 85 38 49
ssrr srpp 85 11 29
spsp rsrs 84 257 39
rrpr spsr 84 119 42
rrss rppr 84 117 207
spsr rrss 84 111 145
ppss prsr 84 106 84
srsp srrs 84 84 60
rpss ssrp 84 82 109
prrs rrrp 84 73 136
ppss srpp 84 72 54
pssr sprp 84 66 152
psrr rrps 84 46 99
pssp rrrr 84 44 68
pprp spsp 84 44 48
srpp prpp 84 43 71
rrrr rppr 84 12 9
prrs pprr 83 207 175
srsr rsss 83 175 138
prrp pprr 83 146 92
pspr pspp 83 121 103
rrsp ssps 83 117 57
psss sspr 83 114 85
pppp prrs 83 109 212
rrps pppr 83 106 121
rsrp spsr 83 101 40
prsp pppr 83 91 71
srss sssp 83 81 84
ssps rrss 83 78 25
sspr rssr 83 76 60
prps rprr 83 69 162
rpps prsr 83 67 46
rsps sssr 83 49 48
ppsr prrr 83 45 77
srrr rrps 83 38 72
srps ssrr 83 33 52
srps rprr 83 27 52
srsp srsp 82 112 44
sppr prrp 82 108 73
pspr pssp 82 88 108
ppsp ppsp 82 86 62
rspp ppsp 82 79 62
pppr srrs 82 76 55
rprr rprr 82 70 50
pspp rrrp 82 66 75
ppsr rsrp 82 59 145
srrr rsps 82 53 47
rprp prps 82 51 30
rrrp rrrp 82 47 61
pssp rsrr 82 42 74
pspp sppr 82 42 42
rpss psrs 81 264 188
pprr rssp 81 135 75
ppsr pssp 81 93 127
ppss ppsr 81 91 80
pppr rrsr 81 86 88
ppsr pssr 81 84 91
rppr pprr 81 73 49
srsp ssss 81 72 43
pspp ssrp 81 67 73
srrr prps 81 66 117
srrp pssr 81 65 63
rrrr sssp 81 64 77
rpsr rprp 81 63 251
pspp rppp 81 62 88
rrrp pssp 81 52 64
sppp sssp 81 47 95
ssps rssp 81 43 37
rsps sppp 81 41 46
ssrs rprp 81 40 84
spss ppps 81 38 65
psps prsr 81 37 130
prpr srrr 80 172 204
rsss psss 80 164 102
ssss rppr 80 160 87
prrp ssps 80 146 66
ssss pprp 80 142 76
srpr sssr 80 125 60
srrp rrps 80 124 105
spsp prpp 80 91 53
pprs srpp 80 82 139
pprp rssr 80 78 50
pssp sprp 80 70 81
rprs ppsp 80 68 107
ssrr ssrs 80 59 87
spps pprp 80 47 53
sppp rrrs 80 38 54
psps spsr 80 31 94
rsrs ssss 80 16 39
rprp pppr 79 97 74
prpr pspp 79 94 82
rsrp pprs 79 89 41
srrp pppp 79 78 85
ppsr rspr 79 70 104
prsp rsss 79 54 55
ppsr psrp 79 53 188
prps rrrr 79 50 111
pprp rssp 79 49 62
rrpp prpp 79 49 41
rrsr srrs 79 48 79
sppr rsss 79 37 24
rrrp sspp 78 108 114
pprr pssr 78 104 66
rsrs srss 78 102 94
sssp pprr 78 79 164
psrp prsp 78 74 25
spss srrp 78 72 49
spsp srrs 78 70 58
pprr sspp 78 66 48
srrr prrp 78 64 50
prrr pppp 78 61 39
spsr rprs 78 51 74
ssrp sprp 78 44 30
ssps srrp 78 41 72
pssr rspp 78 41 60
sssr sppr 78 32 60
