sprp sprr 77 156 84
rsss ppss 77 146 98
sssp sssr 77 135 91
prrs sspr 77 127 165
rppp ppsr 77 118 136
rsrr spss 77 116 98
ppps rrsp 77 114 72
rpps ssrr 77 113 31
rpss rrrs 77 102 117
pprr srrr 77 93 34
prrs ssrr 77 92 123
rppr sppr 77 87 65
ppps rsps 77 74 59
rpps rsrr 77 73 47
srrp spss 77 65 96
rpps sppp 77 55 41
rsrp rrsp 77 45 39
rsrs pprs 77 39 76
rsps prsr 77 37 40
psss srsr 76 163 126
prpr spsr 76 137 100
srpr rspp 76 119 78
pspr prsp 76 98 189
sssp prpr 76 96 128
srss rsss 76 92 83
rrpp rspp 76 91 85
prsr spss 76 83 126
rrrp rssp 76 76 74
rrsp sppr 76 76 63
srsr spss 76 75 78
pspr rrrp 76 71 116
rpsp rsps 76 70 26
spsr pprs 76 59 111
prpp rsrr 76 52 59
rrrp sprp 76 52 52
prrr rsrr 76 50 55
rssp sssr 76 48 48
psps pspr 76 47 94
ppsp prrr 76 28 66
ssss pprr 75 246 123
ssss sppr 75 151 89
prss rprs 75 125 156
ppps prss 75 108 45
rpsr rrpp 75 96 215
ppsr ppsr 75 93 99
sssr sssr 75 90 98
prrp rsrs 75 87 60
rprr rspr 75 82 33
prsr sspp 75 81 112
rrps rsss 75 80 39
psps pssp 75 79 57
rrsp prrr 75 78 98
sppr srrs 75 70 55
sprs sssp 75 67 116
srsp rsps 75 63 50
ppss rrsr 75 61 43
sssp srsr 75 59 61
prsp sppr 75 58 46
spsp prrs 75 56 58
pspp rrpp 75 55 109
sspr ssrp 75 49 67
srps pppr 75 42 72
ssrr sprp 75 40 83
rprp rrrr 75 18 19
ssss pssr 74 183 122
rspr sspr 74 159 90
psss ssrp 74 138 72
rpss pprs 74 119 134
rrpr prpp 74 101 56
sprr srps 74 100 92
psss srps 74 98 80
srrp psss 74 72 70
sspp ssrp 74 69 56
spsr rsrp 74 68 130
sspr rssp 74 54 67
sprr rsrs 74 48 46
psrs pprs 74 46 94
ssrr rsrs 74 45 76
rrpp sppr 73 116 136
spsp psrs 73 115 25
prsr rpss 73 104 146
rsrp rsps 73 99 64
srsr prss 73 96 120
pppp srrs 73 93 200
ssrp rsrs 73 87 57
psrp ssrp 73 71 34
sspr rsrr 73 68 68
rpsr sprp 73 67 260
sssp sprr 73 55 92
sspr rppp 73 51 59
rspp sspr 73 48 50
psps pprp 73 45 73
ssrr pprp 73 44 82
spps sprp 73 41 28
rsrp ssss 73 41 26
prps srpr 73 32 93
rsrs ssps 73 28 52
rrrr sppr 73 11 10
ssrr rrpp 73 9 38
rsss srss 72 181 156
ssss srpr 72 177 36
psrp pppr 72 122 76
prsp rpps 72 103 65
srpp srsr 72 94 75
prpp srrp 72 81 55
pppr ppps 72 80 51
prrr rsrs 72 74 49
rssp prrs 72 71 106
prsr rprs 72 63 100
sspr pspr 72 63 49
prss sspp 72 57 89
pssp prss 72 54 63
pssp sspr 72 51 42
prrr rppr 72 47 31
srps srpr 72 38 47
rpsp srrp 72 38 35
pssr prpr 72 34 59
ssrr pssp 71 126 75
rrpr pppr 71 125 68
sprp srrr 71 118 52
rrsp psss 71 98 80
ssps prrs 71 68 82
ppsr prpp 71 53 64
srps rrsp 71 50 41
sspp pspr 71 49 33
pspp rssr 71 48 51
sspp psss 71 46 78
spsp srrp 71 46 46
sspp pprr 71 38 28
psps ppsr 71 21 102
prpp rpsr 70 123 93
prpp prrr 70 89 117
rppp rppp 70 82 113
rpss pppr 70 75 140
pppp rrsr 70 68 139
spss rspr 70 66 53
sppp rrpp 70 65 113
prrr pppr 70 64 35
ppsr prsr 70 53 74
rrsp rpss 70 52 57
sppp srpp 70 49 90
srrr sppp 70 34 23
psps rsrp 70 30 59
rsps srpp 70 29 37
pssr prpp 70 23 51
rsps pprp 70 20 50
ssss sprr 69 213 109
psss sppp 69 162 41
rrpp pppr 69 105 119
srsp pppr 69 88 62
rrrs spsp 69 77 81
rrpp prpr 69 77 51
sspp spps 69 72 70
sspr prpr 69 70 61
rrss psps 69 67 127
prrs prrp 69 65 102
pprs pssr 69 64 103
ppsp prsr 69 63 45
pssp sppp 69 60 52
sssr pssr 69 59 64
rpss rrpp 69 59 59
rprs sssr 69 58 88
sppp prrp 69 52 66
srsp ssrp 69 51 31
rpsp rppr 69 44 41
rsrs rsps 69 43 83
rsps prpr 69 35 67
ssrp srss 69 35 42
rrrr spps 69 6 10
srsr sssp 68 281 220
srsr pssp 68 158 105
spsr ppps 68 131 151
spps rrpp 68 96 57
prss ssrs 68 93 120
spsp rsrp 68 86 28
rssp rsss 68 82 59
rrrs rspp 68 81 107
sprr ppps 68 75 105
sppr pprp 68 74 88
psrp spss 68 74 28
prrs rsrs 68 73 59
rspr rrsr 68 71 67
psrp rrrp 68 66 40
pppr prrs 68 63 64
ppsp pssp 68 54 52
spsp rspr 68 53 20
ppsp rsrp 68 49 53
rsss sssr 68 44 56
rrrp srrp 68 44 54
sssr sprr 68 39 67
prps rssp 68 36 55
rpsp rrrr 68 31 50
srps sprp 68 29 46
prrr srpr 68 24 36
psss srpp 67 145 73
psss rrss 67 106 85
pprs rspr 67 98 198
sprs srps 67 96 148
pprs srrr 67 87 120
sprs srrr 67 79 139
rrps rpsr 67 66 72
prrp prrp 67 61 61
rrrs rrrp 67 58 75
srrr pssr 67 55 54
srps srpp 67 55 32
prsp spps 67 54 22
psps prsp 67 48 74
sspp rprp 67 48 69
ppsr srrp 67 29 80
srrr ppps 67 29 56
ssps spsr 67 29 27
ssrr prrs 67 27 40
spps rrps 67 26 45
srrr sspr 67 25 27
rpsp srrr 67 22 41
sprp prps 66 131 67
prpr rrsp 66 120 119
sprp psrs 66 89 30
srrp prps 66 86 121
ssrs rrrp 66 82 89
prrs spsp 66 71 104
pprr pppr 66 67 58
pppr ssps 66 66 52
prrp rsrr 66 64 59
pprp sssr 66 60 69
rpps rrpp 66 52 38
psrr rsps 66 43 95
ppsr rrsr 66 40 64
srrr psss 66 35 42
psps rspp 66 33 46
psps sspp 66 32 42
sssr rppr 66 30 48
srrp prrp 66 28 35
rrsr sprr 66 24 50
rprp rrsr 66 23 3
psss sspp 65 125 56
prss rpss 65 122 111
sprp sspp 65 102 64
rppr sprr 65 97 44
psrp rsss 65 96 40
rrsp rsps 65 91 55
rrsr psps 65 82 92
spsr rspr 65 81 78
ppps rpps 65 80 71
srsp srps 65 74 45
pprr rpsp 65 59 47
sspr pssr 65 58 49
psps rpsr 65 55 67
rprr pppr 65 50 31
rpsr srrs 65 46 151
spps rsrs 65 42 54
pssr pprs 65 36 63
pprs sppp 64 113 102
pssr sppp 64 96 106
ppsr rppp 64 86 79
pprr sppr 64 84 37
pppp rrsp 64 79 165
spps prrp 64 74 60
rprs spps 64 67 101
pprs prsr 64 64 85
rrss sppr 64 60 114
sppp srrs 64 60 65
ssrr psss 64 59 58
rrps prpp 64 58 64
pprr prrr 64 53 38
sprr psrp 64 52 36
sppr rrps 64 50 35
ssrp ssrr 64 49 44
ssrs psss 64 48 60
ssps pssr 64 48 49
ssrr sppp 64 46 74
psrs ppss 64 36 125
ppss rppr 64 35 82
ssrs srrp 64 35 77
srrr srpp 64 35 39
prsp psrr 64 35 26
srps sspr 64 31 31
pssr rsrp 64 25 64
prpr rpsr 63 115 114
rpss rppp 63 109 76
srsr srsp 63 90 112
ssrp rppp 63 82 97
rrsr rppr 63 75 90
prpp rrrp 63 73 53
rrsp prpr 63 71 54
sspr rpsp 63 65 67
ppps ppps 63 64 74
rspp sssp 63 58 65
pssr ppsp 63 58 57
sssr prpr 63 57 74
psps sspr 63 50 59
prrr rrpp 63 50 34
rpsp rrps 63 50 22
rrsp rrrs 63 47 59
rppp sppp 63 45 76
ssrs ssss 63 41 47
rpps ssrp 63 41 41
ppsp srrr 63 39 53
pppp rpss 63 37 180
prps prrp 63 25 45
rprp ssps 63 25 15
rrsr sprs 63 23 43
prsp rsrr 63 23 29
prrr ssrs 63 22 22
rssr pssr 62 108 152
psrp rrrs 62 94 58
ssrp rpss 62 93 67
rrrs srrp 62 82 73
rssp ssss 62 82 70
prrp prrr 62 78 36
psps rssr 62 77 111
sprp ssrp 62 74 35
sppr rsrs 62 68 41
spss sppp 62 67 38
rsps sprr 62 65 31
psrr rsrs 62 61 100
sprr rssp 62 54 82
psrr pppr 62 50 71
rpsr pprp 62 49 237
spsr srrs 62 47 77
psrr sppp 62 45 55
ppsp psrp 62 39 39
rprs psrs 62 33 90
pprr ssss 62 20 8
ppss prrr 61 114 78
rrpr sppr 61 102 91
prpp rprr 61 83 72
prrs pprp 61 82 87
rprp rspr 61 69 46
sppp pspp 61 61 114
sprs ssrp 61 58 96
rrrp ssrp 61 56 37
sprs pprr 61 54 135
psss rsrp 61 54 61
ppsp pssr 61 47 39
prrr rprr 61 47 25
rsrp pspr 61 46 48
rsrs spps 61 40 45
srrp rppp 61 39 61
psrs psss 61 29 68
prps psrp 61 29 58
srss rssr 61 22 30
psss rsrr 60 155 88
prpr rsrp 60 100 112
rppr ppss 60 92 49
psrp sppp 60 89 65
rppr pprs 60 87 64
rrsr prps 60 85 163
ppps pprs 60 84 40
srpp prsr 60 69 54
sspr spps 60 67 45
rsrp rrps 60 65 43
srps ppps 60 64 65
rpps pppr 60 63 52
ssps spps 60 61 57
sprs prsr 60 60 84
spss rrsp 60 59 40
srsp rrps 60 57 39
prss rrss 60 56 77
sssp rrsr 60 56 66
rspp sssr 60 53 40
srss pppr 60 52 126
sssr prsr 60 51 67
ppsp rrsr 60 50 55
psrs sprs 60 49 82
sssr ssrs 60 48 79
rrsp rssr 60 42 30
rpps srrp 60 40 39
rpsr rprs 60 38 96
pssr rrrr 60 32 70
sspp rppp 60 26 46
sspp pssr 60 24 46
srrr rsss 60 18 24
srrr rprp 60 17 29
srps psrp 60 10 14
rssp ssps 59 94 65
pprp rppp 59 92 97
srpp rrsr 59 89 62
prpr rprr 59 71 65
ppss rsrp 59 70 47
rrpr srpp 59 70 46
spss rsrp 59 70 36
pspr rsrp 59 69 90
rsrp pssp 59 68 43
rppr spps 59 67 70
rppp pprr 59 66 183
srsp rrss 59 60 37
ssps rsrr 59 58 76
pprr psrr 59 55 29
prpp rsrp 59 54 42
rrrs pssp 59 49 93
sprr ssps 59 42 55
ssps ssss 59 41 13
psrs ssrp 59 40 70
sspp rsrr 59 37 50
rssr ppsr 59 34 61
sppp rsrs 59 33 102
psrs rsrs 59 33 77
sprr rsrr 59 31 33
prps ssrp 59 27 46
rsps rppp 59 26 33
srps ssrp 59 14 28
rrss srrs 58 113 138
rrsr spsp 58 111 78
pspr pppp 58 90 137
rppp ppss 58 86 248
psrp rppp 58 83 89
rpss srrs 58 80 89
prrs prrr 58 74 104
ppps srrs 58 64 52
rssp spps 58 63 49
pprp prsr 58 63 33
prps pppr 58 56 106
rprs rrpr 58 56 75
pssp rppp 58 53 63
spsp rrpp 58 52 49
rpps ppps 58 51 42
srpp pprr 58 50 50
rspp sprr 58 48 29
prrr rpsr 58 46 35
srpp prrp 58 46 33
rpps rrpr 58 39 61
spsr rprp 58 34 82
rrps sprs 58 30 44
ssrr srss 58 22 40
rpss srrp 58 20 48
psss sprp 57 82 61
psrp srrs 57 74 26
rspr prsr 57 73 53
rrrs prrp 57 72 69
rsrp spps 57 71 54
prrp ssrr 57 70 62
rprr sssr 57 69 41
spsr rrpp 57 65 78
pppr ppsp 57 65 61
pspr rssr 57 64 57
ssrs pssp 57 61 75
rpss sprp 57 60 55
rrsp srps 57 59 57
rrsr ssps 57 54 75
pssp rrps 57 49 51
rprp srrs 57 46 22
pssr pppp 57 45 47
sppr srsp 57 43 35
ssps srsr 57 36 34
psrs rrps 57 35 75
ppps ssps 57 35 35
prrp rrss 57 34 46
pppp ppsp 57 33 102
srss ssps 57 27 32
spps rspp 57 25 22
srps srrp 57 22 26
spps rrsr 57 21 24
srps rppr 57 19 47
sspr prsr 57 15 25
rsss prsr 56 150 136
spsr pppp 56 86 128
srsr prrp 56 86 82
rppr sppp 56 77 60
rpss rprp 56 72 82
psrp prrs 56 72 29
pppp pprs 56 68 129
sprr prpr 56 63 66
rppr rprr 56 61 31
rprp psrs 56 57 27
pppr rpss 56 56 26
pspr prsr 56 53 87
srpp rspp 56 52 43
sppr rrsr 56 48 31
pspr rsrr 56 47 54
spps ssss 56 47 39
sssp pppr 56 46 62
rspp rrrs 56 46 58
sprr prsr 56 45 51
ppsr rppr 56 44 78
psrr rrrs 56 37 65
prrp srsp 56 37 32
ssps rppp 56 34 38
rrsp sprr 56 33 88
sppp rprs 56 27 61
rrrr rpss 56 24 18
sspp psrs 56 23 39
rsps ssrp 56 22 31
sspr spsr 56 20 28
ssrr srps 56 15 62
rrpr prpr 55 121 100
rpsr rppp 55 106 174
ssrp srps 55 77 58
sprr ssrp 55 73 69
rppr ssrr 55 72 30
rrsr ppps 55 71 76
spsp pprp 55 68 28
prrs sprr 55 66 99
rssp psps 55 66 51
prrp ppsp 55 61 41
rrrp srpp 55 58 57
pspr srsr 55 51 97
spsp sssp 55 47 27
srsp prpp 55 45 29
srrs sspr 55 43 87
rsrp rprr 55 42 25
rpsp pspr 55 36 23
rrrr pssr 55 35 47
pssr rrss 55 34 101
srps sppr 55 34 49
sprs pprs 55 33 92
sppp ssss 55 31 86
ssrr ssss 55 29 50
prps srsr 55 25 84
rsrs rrps 55 24 50
psrr rspp 55 21 17
rsps pspp 55 15 20
psss rrrr 54 140 87
prpr rrrp 54 123 162
pspr sppr 54 112 107
srpr rrsp 54 96 57
sprp prpr 54 92 60
rrrs pprp 54 78 80
pspr pspr 54 74 101
ppps prrs 54 73 38
prpr srsp 54 70 87
rprp srps 54 67 67
psrs pppr 54 66 138
sprs pppr 54 62 143
prrp pprp 54 61 71
rrps rppr 54 58 58
sssp rpsr 54 58 55
sspp prpr 54 56 78
srrs psss 54 55 49
spss pppp 54 54 37
ppsp rspr 54 51 51
pprr rspp 54 51 29
rrsr sppr 54 50 43
srsp ssps 54 50 35
psrr rrrp 54 48 82
sprr rrpr 54 48 48
spps srrs 54 48 35
spsp rprp 54 47 56
sprs prps 54 46 118
rppp srrp 54 44 45
spsr rrsp 54 43 78
srrs rsps 54 43 43
sspp rpss 54 39 51
prrr ssrp 54 39 25
ssps rpsp 54 36 38
prpp pspp 54 35 55
sspr srsr 54 35 40
ppss srsp 54 33 34
pspp rrrs 54 33 30
rpsr rsrs 54 29 92
ppsr pprp 54 26 66
rsrs pssp 54 20 51
pssr ppps 54 18 33
rrrr rpps 54 12 16
rsrs pssr 54 7 21
ssss ssrs 53 166 99
prpr prrr 53 134 188
ssss pprs 53 116 59
srpr prrp 53 111 61
srpr psrr 53 110 37
rrrs sspp 53 101 66
pprp srpp 53 85 57
srrp srss 53 74 72
rppr rsrr 53 70 40
rpss sssr 53 67 67
sssp rsss 53 65 82
rsrp srps 53 56 40
ppsp rppp 53 51 42
prrp ssrs 53 51 22
psrp pssp 53 48 24
rppr sssr 53 48 19
pppp ppsr 53 47 86
pspr sspp 53 47 51
ssrp psrp 53 47 27
sppr rspp 53 46 32
prsp prps 53 46 31
pspp pssp 53 44 57
srrs spsp 53 42 61
ppps rsrs 53 42 37
rprs srrs 53 35 63
rsps rppr 53 32 34
rpss spps 53 30 53
rppr ssss 53 28 23
sprr rspp 53 27 34
rrrr rrps 53 26 30
rsrs rpsr 53 25 48
sspp ssss 53 21 36
srrr rppr 53 12 4
pprp rspr 52 93 106
sprp prsr 52 81 36
prsr rrss 52 74 150
rpss pprp 52 74 67
rpps spps 52 70 62
spsp prps 52 68 50
spsr psrs 52 66 77
rpps rprr 52 66 51
srss prss 52 62 72
rrrs sprp 52 60 49
srsp rpsp 52 57 25
srsp prrp 52 55 54
ppps srpp 52 53 48
srss rssp 52 51 109
rpsr sssr 52 50 79
sssp psss 52 49 52
ppps ppsp 52 49 35
rssp rrrs 52 48 84
ssrp sppp 52 48 56
pspp pppp 52 47 48
rrpr rppr 52 46 47
prps sppr 52 45 97
srrp rrss 52 43 43
spps rprs 52 42 37
rppp rsrr 52 40 80
pppp psps 52 38 163
pssp pssr 52 38 59
pssp rrpp 52 37 46
sppp rspp 52 36 73
rpsp prss 52 32 26
rrrr rrsp 52 29 32
sprs rsrs 52 28 85
ssrr pppp 52 24 48
sssr rprp 52 5 12
sprp pppr 51 93 38
psrp rrpp 51 76 78
pspr sspr 51 67 57
prsr prss 51 63 96
rpps ssss 51 62 25
spsr prsp 51 61 69
rprp rrpr 51 61 43
ppsr pppp 51 59 60
ssps rprs 51 52 34
pppr psps 51 51 50
pppr rsrs 51 51 33
rprs rprs 51 50 90
psrs rpss 51 47 89
rrps pssr 51 45 63
rpsp psps 51 43 14
psps rspr 51 41 65
rsps srsr 51 41 36
rpsp sssr 51 40 20
pssp rrrs 51 39 55
pprp rpsp 51 39 31
prrp psrp 51 39 19
rspp sppp 51 38 71
ppss ssrr 51 36 25
pssp prpp 51 33 37
sssr rpsr 51 32 51
sssr srpr 51 32 37
sspp prrp 51 32 34
sspr ssss 51 32 21
ssrp rsrp 51 30 27
prrr rpsp 51 30 24
pssp prps 51 28 39
sppp rsss 51 26 67
rprs prrs 51 22 66
psps sprp 51 19 68
srsr psss 50 131 114
sprp pprs 50 110 45
rsss ssss 50 92 51
pprs pppr 50 88 95
sprp sppr 50 88 36
prrs rsrr 50 85 85
pssp ppsp 50 77 31
srrs prss 50 76 85
ppps psrs 50 76 41
srss psss 50 64 79
rssp ppsr 50 63 68
srps srsp 50 59 44
rprr psrs 50 58 30
srrs srsp 50 54 65
rssp rrsr 50 53 40
rpsp rspp 50 52 36
rsps prrs 50 50 35
prsp rsrp 50 49 35
psrp ssrr 50 48 32
pspp prsp 50 46 102
ssrr spps 50 46 86
rprs spsr 50 46 60
pspr srpr 50 45 67
prss spps 50 43 64
sprr srrp 50 42 45
ppsp rppr 50 42 35
ppps rprs 50 41 49
prps sprs 50 40 68
prsp pprr 50 38 77
ssrs rrrs 50 37 63
srps rpsp 50 37 33
rrrp rpsp 50 34 55
sppr prsp 50 34 27
sssp spsr 50 33 28
ppsr sspp 50 30 34
srpp sspp 50 28 35
sspp srsr 50 27 38
srrr rsrp 50 27 21
prrr rrss 50 26 30
rprp prsr 50 26 21
rrrp prrp 50 24 35
rpss rpps 50 24 33
pprp rsrs 50 24 18
prps sprp 50 23 38
psrs spss 50 21 51
sppp rrps 50 19 54
sppp srrp 50 18 38
rspp srrp 50 15 30
srrr sprr 50 15 16
rrrr prps 50 11 13
psss rrsr 49 106 70
rspr sppp 49 106 67
rrpp rsss 49 81 83
prss pppr 49 79 136
srpp ppps 49 78 59
rrpp spsr 49 74 75
rppp ppps 49 69 60
rspr rspr 49 68 53
pprs prrr 49 64 80
pprp srrr 49 64 34
srsr srss 49 56 86
rsrr sspr 49 56 38
rrpp prrr 49 53 55
sppr prpr 49 50 36
srrp ppps 49 48 63
ssrs srrs 49 47 57
rppr rppr 49 45 38
srps psss 49 45 34
prrr ppsr 49 42 27
srrs prrp 49 41 49
sppr srss 49 41 23
spps sprr 49 33 53
rpps srpp 49 28 32
rpss rppr 49 27 68
rpps rrsp 49 26 12
psrs rsss 49 24 42
rrsr rrrs 49 22 32
sprp rprp 49 19 14
psss rppp 48 102 63
rspr pspr 48 98 65
rppp sppr 48 86 84
srsp prrs 48 71 40
sppr sprp 48 70 54
rppr srrp 48 68 51
pspp pprp 48 68 33
spsp prsp 48 60 46
rssr psss 48 57 77
sprr pprr 48 55 36
pspp psrp 48 54 25
pprp pssr 48 53 52
spss srrs 48 50 65
sprp prrp 48 49 24
pssp rssr 48 48 54
sprr rsrp 48 46 70
pssr srsr 48 46 60
sppr prrs 48 44 34
spps sssp 48 42 25
ssps rpss 48 42 17
sssp sppr 48 40 90
sprs rrss 48 40 61
pspr ppsr 48 39 69
rsrr rrsp 48 39 57
rpsp prpp 48 37 36
pprr rsrp 48 37 33
psps rppr 48 33 72
srsp rssr 48 32 28
spsr sprs 48 30 43
pssp ppps 48 25 14
rrsr prrr 48 22 53
sppp rsrp 48 22 41
rssr sprp 48 22 38
rpsp sprs 48 22 21
rsps srpr 48 16 29
ssss rrsr 47 298 87
srsr rssp 47 133 118
srsr ssrp 47 108 83
psrp sppr 47 92 41
rssp ppsp 47 65 49
srpr prsp 47 65 29
rssr prsr 47 64 76
prss prss 47 62 78
prsr psps 47 60 110
pssr rrsr 47 52 60
sppr pspr 47 50 33
srsp spsp 47 50 19
pspp rppr 47 49 30
prpr rssp 47 48 78
rsss ssps 47 48 49
sssr pppr 47 47 64
sssp rppr 47 46 48
rpps prrr 47 45 69
pssp sspp 47 42 55
psrr prsp 47 41 80
sppr srrp 47 41 34
prsp rpsp 47 40 24
sppr rsrp 47 37 22
prps sspr 47 36 68
rrpr srsr 47 36 25
sppr psrr 47 35 25
sspr sprp 47 33 44
srss srps 47 30 63
ssps prps 47 30 34
spss rssr 47 30 27
ppsp ssss 47 24 12
rssr spsp 47 23 53
srrr prrr 47 23 16
sprp psps 46 118 61
rrps prrr 46 107 96
pprs rppp 46 99 90
prrp rpsr 46 91 43
ppss rppp 46 80 64
sprp rrpr 46 79 63
pspr pprp 46 76 98
ppsr ppsp 46 70 143
srrp rspp 46 61 81
prps rpsp 46 59 65
pspp rpsr 46 54 24
rpsr srrp 46 53 104
rsrp srpr 46 51 36
srrs rpss 46 50 74
sppp pprp 46 48 52
rpss srpp 46 46 56
rprs rsps 46 44 52
pprp rrsr 46 40 47
sprp rssp 46 40 24
sssp psrr 46 38 71
srpp rrsp 46 38 49
ssrr psrp 46 38 33
rsps ppss 46 38 18
ssrr pspp 46 34 50
ssps psrs 46 34 49
psrr srrs 46 27 48
ppsp srrp 46 27 39
sppp spps 46 27 36
ppsp rrss 46 27 29
psrr sppr 46 25 36
pssp prsr 46 25 31
sssr srsr 46 22 45
srrr srrs 46 17 25
psrp pppp 45 76 45
rspr prrs 45 69 43
rsss psps 45 66 44
rrss sprs 45 64 62
rprs srps 45 62 83
ssrp prpp 45 60 59
sssp srpr 45 59 55
rprr spps 45 59 40
prrp sprr 45 59 37
srps prsp 45 58 32
rsrp rpsr 45 57 26
pprr prsr 45 56 56
rspr srsr 45 55 38
rprp rprs 45 54 25
prss psps 45 53 83
ssrs prps 45 53 68
psss rspp 45 53 45
ssps rprr 45 48 29
pspr rspp 45 46 75
sprp rrss 45 45 22
sprr psrs 45 43 43
pprr pprr 45 42 50
prrs psrp 45 41 75
srps ppsp 45 41 36
prps pspp 45 40 76
psrs prss 45 40 68
psrr rpss 45 40 49
ppss pprp 45 39 40
pspp rsrp 45 37 42
prrr sppr 45 37 13
rpsr spps 45 36 106
ppsp prpp 45 35 51
rrrs ssrp 45 35 45
sssp rrss 45 34 71
pssr rspr 45 34 31
srss ssss 45 33 45
ssrr ssrp 45 33 24
rsps rprr 45 33 21
pprr pspr 45 32 23
sssr ppss 45 30 23
ssrp rrsp 45 25 35
pssr rrpr 45 25 30
rpsp rrrp 45 23 18
rsps srrp 45 22 22
prrr srrr 45 21 15
srps rpss 45 15 20
ssss prsr 44 307 126
rsss pprp 44 179 111
prpr srrp 44 128 145
prss spss 44 127 110
rrss prrr 44 120 128
srsr ssss 44 94 63
prpr prsr 44 82 66
rrrs srpp 44 71 67
pprr rrsr 44 69 48
rrss psss 44 61 95
srsp prsp 44 58 27
ssrp pspp 44 54 48
prrr sssp 44 54 43
spsp rrsp 44 54 33
psrp rssr 44 54 20
rppp sprr 44 51 70
srsp psrp 44 51 43
prrp pspp 44 51 42
ssps srsp 44 51 27
pprs rpsp 44 49 50
pppp srpp 44 48 117
rrsr srps 44 47 48
rrpp sprp 44 46 37
pprr ppsp 44 46 36
ppss rssp 44 45 33
rsrp rrrs 44 43 35
rpsp rrsp 44 42 27
prrp rrrr 44 41 43
rppp ssss 44 39 72
rspp rrsr 44 38 57
prpp rrsp 44 38 38
srpp psrr 44 38 27
sprr psps 44 36 48
rspr rrss 44 36 25
sppr pppp 44 35 36
psrr sspp 44 34 32
srrs pssp 44 33 40
ssrs rpss 44 31 38
pprr sprr 44 31 27
prrs ssrs 44 30 39
sprr rppr 44 30 33
sprr sppr 44 28 40
prrr rsrp 44 25 27
sppr prrr 44 24 26
sppp srsp 44 22 40
rrps rsrp 44 21 18
srps rrpr 44 14 35
sspp srpp 44 14 27
pssr rprs 44 7 18
ssss pspr 43 136 63
sprs sspp 43 93 91
srpr sspp 43 80 47
prrp sppp 43 79 55
prpr srpr 43 78 68
rspr srpp 43 75 49
rrpp sprs 43 71 30
pprs sppr 43 68 92
rrpr rpsr 43 62 30
spss prsp 43 56 73
pssr rssr 43 54 47
psrr ssrp 43 52 54
prsr srss 43 51 116
ppsr rrss 43 50 45
rrss rssr 43 48 53
srrs pppp 43 46 69
pprp rprs 43 46 34
sppp rrsr 43 45 60
psps rsrr 43 45 49
prrp rprr 43 45 24
sprs sppr 43 43 129
rrps srsp 43 43 24
rprp prrs 43 42 16
pssp pppp 43 39 25
sspp rpsp 43 38 37
prps spsp 43 36 70
sssp ppss 43 35 36
sppr pssp 43 34 13
prps prrs 43 33 47
ssps srpp 43 32 28
sppr pprr 43 31 22
srps srrr 43 30 46
spps pspr 43 30 31
ssrp rssp 43 30 21
sppp sprp 43 29 35
sspr ppsr 43 29 30
sspr rpss 43 24 45
rrps srrs 43 21 27
ssrr rrsp 43 19 42
psrr rsss 43 17 42
ssss rsss 42 140 66
prrs rrrr 42 81 90
pspr rppr 42 71 64
ssrp spps 42 66 54
prpr spsp 42 65 472
ppss pppp 42 64 35
sprp rprr 42 62 34
rprs srpr 42 57 97
rsrp prpr 42 56 42
rprp srpr 42 54 36
rrsp pspr 42 52 51
rsrs rprr 42 51 54
psrr sprs 42 50 83
prpp prsr 42 50 51
sprp srss 42 42 30
ssrp prrs 42 41 28
rspp pprp 42 39 26
pspp pspr 42 38 55
ppsp rprp 42 36 44
pppr rprs 42 36 34
prss srps 42 34 65
pspr rssp 42 34 50
pprp rsrp 42 34 28
rrpp srpp 42 33 42
sspr prss 42 33 19
srpp srrp 42 31 16
pssr prss 42 27 52
srps sprr 42 27 39
pspp rsrr 42 27 35
rpss prrp 42 24 55
srps prrr 42 24 52
psps pssr 42 20 35
rsrp sprr 42 20 10
rrrp psrp 42 19 27
rrsr rrrr 42 16 17
spsr rrpr 42 16 10
prrr rsss 42 14 19
prrr spss 42 8 17
psss rssr 41 100 102
rrps rppp 41 72 46
rppr ssrp 41 66 35
prss sppr 41 64 123
pppr ppsr 41 58 39
rspp prsr 41 57 55
rrps srrp 41 56 34
sprp rsrp 41 55 21
rrsp pssr 41 54 37
srrs rrpp 41 52 67
prss rpps 41 48 71
psrp rspp 41 48 35
psrp rsrp 41 48 30
sprp psrp 41 48 23
psrr pppp 41 46 44
sprp srrp 41 46 24
spsr pprp 41 45 80
pssp rsps 41 44 49
rsrp ssps 41 44 36
spss rssp 41 44 23
rrrp rprp 41 42 37
spps prsr 41 42 34
spss pprs 41 40 50
rpps rprp 41 40 32
rpss srrr 41 39 47
rsss spps 41 36 45
srsp rpps 41 36 23
rsrp prrp 41 35 17
rpsr rrsp 41 34 82
prpr rspr 41 33 44
rppr prsr 41 33 40
rsrp srrs 41 33 17
prrr rprp 41 32 35
sspr spss 41 32 31
pssp rsrp 41 32 30
psps ppsp 41 31 71
rppp rprr 41 30 64
rpss pspr 41 29 42
prps rspr 41 29 33
pspp prsr 41 28 44
rssr prrs 41 28 42
rpps rppr 41 28 35
rspp ppss 41 28 27
pspr psrp 41 27 60
sspr rprr 41 27 31
sprs psrs 41 26 58
rpsp ssrs 41 24 20
rspp rprr 41 21 26
rpss rspr 41 21 26
srpp psss 41 18 37
ssrr psrs 41 17 19
ssrr srsr 41 8 9
srrr rspr 41 6 12
