player computer r s p
ppsrp prsrr 0 0 1
ppsrp prssr 0 1 0
ppsrp psppp 0 0 1
ppsrp psrpp 0 0 1
ppsrp psrrr 0 1 0
ppsrp psrrs 1 0 0
ppsrp psspp 0 2 0
ppsrp pssps 3 11 6
ppsrp pssrp 0 0 1
ppsrp psssp 6 4 0
ppsrp psssr 0 0 1
ppsrp pssss 2 0 2
ppsrp rrppr 0 1 0
ppsrp rrrss 1 0 0
ppsrp rrspp 2 2 1
ppsrp rrsrp 2 0 1
ppsrp rrsrr 0 1 0
ppsrp rrssp 1 0 0
ppsrp rrsss 0 1 0
ppsrp rspsp 0 0 1
ppsrp rsrps 0 0 1
ppsrp rsspp 0 2 0
ppsrp rsspr 0 0 1
ppsrp rssps 5 6 7
ppsrp rssrp 0 2 1
ppsrp rssrs 0 0 1
ppsrp rsssp 1 1 0
ppsrp rsssr 3 1 0
ppsrp spprs 0 0 1
ppsrp spspr 0 1 0
ppsrp srspr 0 1 0
ppsrp srsrr 0 0 1
ppsrp srsrs 1 0 1
ppsrp ssrrr 0 1 0
ppsrp ssspp 5 6 5
ppsrp sssps 7 8 2
ppsrp ssssp 0 0 1
ppsrr ppsrr 1 0 0
ppsrr ppsss 1 0 0
ppsrr psspr 1 0 0
ppsrr pssps 2 2 3
ppsrr pssrp 1 0 2
ppsrr psssp 1 2 5
ppsrr pssss 4 1 1
ppsrr rpprs 0 1 0
ppsrr rpssp 0 0 1
ppsrr rrppp 1 0 0
ppsrr rrrsr 1 0 0
ppsrr rrspp 5 1 0
ppsrr rrsps 0 1 0
ppsrr rrsrp 2 0 1
ppsrr rrsrr 0 1 0
ppsrr rrsrs 1 0 0
ppsrr rsrrp 0 0 1
ppsrr rsrrs 0 1 0
ppsrr rsrsr 0 0 1
ppsrr rsspp 0 1 0
ppsrr rssps 4 3 2
ppsrr rsssp 2 0 0
ppsrr rsssr 0 2 1
ppsrr rssss 0 1 0
ppsrr spspr 0 1 0
ppsrr srsrs 1 0 1
ppsrr ssprp 0 1 1
ppsrr ssrps 1 0 0
ppsrr ssrsr 0 1 0
ppsrr ssspp 2 5 3
ppsrr sssps 5 4 9
ppsrr sssrr 1 0 0
ppsrr ssssp 2 0 0
ppsrs ppspp 0 1 0
ppsrs ppsrr 0 0 1
ppsrs prssr 0 0 1
ppsrs pspsp 0 0 1
ppsrs pssps 0 2 2
ppsrs pssrp 3 1 0
ppsrs psssp 0 0 3
ppsrs pssss 3 0 1
ppsrs rrpps 1 0 0
ppsrs rrspp 0 2 0
ppsrs rrsrp 0 0 2
ppsrs rrsss 1 0 0
ppsrs rsppr 1 0 0
ppsrs rssps 2 2 3
ppsrs rssrr 1 0 0
ppsrs rssrs 0 0 1
ppsrs rsssp 0 0 1
ppsrs rsssr 0 3 0
ppsrs spsps 0 0 1
ppsrs srspr 0 1 0
ppsrs srsrs 1 0 1
ppsrs ssppp 0 1 0
ppsrs ssspp 2 2 0
ppsrs sssps 1 2 10
ppsrs sssrs 0 1 0
ppss ppsp 0 1 0
ppss ppsr 1 1 0
ppss prps 1 0 0
ppss prrs 1 0 0
ppss prsr 1 0 0
ppss prss 1 2 2
ppss psrp 1 0 1
ppss psrs 0 1 0
ppss pssp 16 15 10
ppss pssr 6 3 3
ppss psss 12 10 9
ppss rppp 0 1 0
ppss rprp 0 0 1
ppss rpss 0 1 2
ppss rrrp 1 0 0
ppss rrsp 12 9 1
ppss rrsr 6 1 0
ppss rrss 1 0 1
ppss rspp 0 0 1
ppss rsrp 0 1 1
ppss rssp 14 5 17
ppss rsss 0 6 1
ppss spsp 2 0 0
ppss spss 0 1 1
ppss srsp 0 1 0
ppss srsr 1 3 0
ppss srss 0 2 0
ppss sspp 0 1 0
ppss sspr 0 2 1
ppss ssrp 0 1 0
ppss sssp 29 29 13
ppss sssr 2 0 0
ppss ssss 1 1 0
ppssp prssp 1 0 0
ppssp prssr 1 0 0
ppssp psrpp 1 0 0
ppssp psspp 3 0 3
ppssp psspr 3 0 0
ppssp pssps 0 1 0
ppssp pssrp 0 0 1
ppssp pssrr 2 0 0
ppssp psssp 0 3 4
ppssp psssr 0 1 0
ppssp rprpp 0 0 1
ppssp rpssr 1 0 0
ppssp rpsss 1 0 0
ppssp rrspr 1 0 0
ppssp rrssp 0 0 1
ppssp rspps 1 0 0
ppssp rsrpr 0 1 0
ppssp rsspp 2 1 3
ppssp rsspr 0 1 1
ppssp rssps 3 2 3
ppssp rsssr 0 0 1
ppssp spssp 0 0 1
ppssp ssprr 1 0 0
ppssp ssspp 4 3 5
ppssp sssps 1 0 0
ppssr ppsrs 1 0 0
ppssr prpsr 0 0 1
ppssr prrsr 1 0 0
ppssr prsrs 0 0 1
ppssr prssp 0 0 1
ppssr psrpr 0 0 1
ppssr psspp 3 2 1
ppssr psspr 3 2 3
ppssr pssps 0 1 0
ppssr pssrp 0 0 3
ppssr pssrr 2 0 0
ppssr pssrs 0 1 0
ppssr psssp 1 2 1
ppssr pssss 1 1 5
ppssr rrrpp 0 1 0
ppssr rrspp 2 0 0
ppssr rrspr 4 2 4
ppssr rrsrp 2 1 3
ppssr rrsss 0 0 1
ppssr rsspp 0 1 1
ppssr rssps 3 2 7
ppssr spspp 1 0 0
ppssr srsrr 0 1 0
ppssr ssspp 13 4 7
ppssr ssspr 0 1 1
ppssr sssps 0 0 1
ppssr sssrp 0 0 1
ppssr sssrr 1 0 0
ppssr ssssr 0 0 1
ppsss ppspp 0 0 1
ppsss ppsrp 1 0 0
ppsss prssp 1 0 0
ppsss prsss 0 1 0
ppsss psrsp 0 1 0
ppsss psspp 2 7 1
ppsss psspr 2 2 0
ppsss pssps 0 1 0
ppsss pssrp 0 0 1
ppsss pssrr 1 0 0
ppsss pssrs 0 1 0
ppsss psssp 3 2 2
ppsss pssss 0 1 1
ppsss rppps 1 0 0
ppsss rpssr 0 1 0
ppsss rrspp 1 0 1
ppsss rrspr 0 4 2
ppsss rrsrp 0 0 1
ppsss rsrpr 1 0 0
ppsss rsspp 0 1 0
ppsss rssps 1 2 0
ppsss rsssr 3 1 1
ppsss rssss 1 0 0
ppsss spsss 0 1 0
ppsss srsps 1 0 0
ppsss srsrp 0 0 1
ppsss srsrr 0 1 1
ppsss srssr 0 1 0
ppsss sspps 0 0 1
ppsss ssprs 0 1 1
ppsss ssrpr 0 1 0
ppsss ssspp 8 13 8
ppsss ssssp 0 1 0
pr pp 28 27 15
pr pr 27 32 16
pr ps 319 430 277
pr rp 28 24 13
pr rr 155 157 88
pr rs 184 263 225
pr sp 26 32 20
pr sr 20 43 15
pr ss 460 437 219
prp ppp 0 1 1
prp ppr 3 6 3
prp prp 0 1 0
prp prr 5 7 2
prp psp 8 11 7
prp psr 61 103 49
prp pss 3 5 4
prp rpp 2 3 8
prp rrp 25 25 24
prp rrr 5 3 3
prp rrs 1 0 0
prp rsp 1 2 2
prp rsr 10 37 12
prp rss 64 44 39
prp spr 7 9 3
prp srp 0 0 1
prp srr 2 5 5
prp ssp 62 76 62
prp ssr 3 4 0
prp sss 1 1 1
prpp ppps 0 1 0
prpp pprp 0 1 1
prpp prrr 0 1 1
prpp pspp 0 1 0
prpp pspr 0 2 4
prpp psrp 3 4 1
prpp psrr 13 12 12
prpp psrs 0 2 1
prpp pssp 0 1 0
prpp pssr 1 2 0
prpp rppp 0 1 0
prpp rppr 0 0 1
prpp rpps 1 0 5
prpp rrpp 3 6 2
prpp rrpr 3 5 1
prpp rrps 1 2 1
prpp rrrp 2 1 0
prpp rspp 1 0 0
prpp rspr 0 0 1
prpp rsrr 3 5 3
prpp rssp 10 13 15
prpp sprp 1 1 0
prpp sprr 0 1 0
prpp srps 0 0 1
prpp srrr 1 0 3
prpp srrs 1 0 0
prpp sspp 4 5 2
prpp sspr 7 8 7
prpp ssps 11 5 10
prpp sssr 0 1 0
prppp pprpr 0 0 1
prppp prrrp 0 0 1
prppp psprp 0 1 0
prppp psprr 0 0 1
prppp psprs 0 1 1
prppp psrpr 1 0 0
prppp psrrp 4 0 1
prppp psrrr 2 2 1
prppp psrrs 1 0 1
prppp psrsr 1 0 0
prppp rpprr 1 0 0
prppp rppss 1 1 3
prppp rrppr 0 0 2
prppp rrprp 0 0 1
prppp rrpsr 0 0 1
prppp rsprp 1 0 0
prppp rsrrr 1 1 1
prppp rsspp 1 0 2
prppp rsspr 2 2 5
prppp rssps 0 1 2
prppp srpsp 0 0 1
prppp srrrp 0 1 0
prppp srrrs 0 0 1
prppp ssppp 0 0 1
prppp ssppr 1 0 0
prppp ssprp 0 1 0
prppp ssprr 0 0 2
prppp ssprs 3 0 1
prppp sspsp 1 4 4
prppp sspsr 0 1 0
prppr psrpr 2 0 0
prppr psrps 0 1 0
prppr psrrp 1 1 0
prppr psrrr 2 1 3
prppr psrrs 1 2 1
prppr pssrr 0 1 0
prppr rppss 0 1 0
prppr rrppr 0 1 2
prppr rrprr 1 2 0
prppr rrpsp 0 0 1
prppr rrrpr 0 1 1
prppr rsppr 0 1 0
prppr rsrrr 1 0 0
prppr rsrrs 0 2 0
prppr rsspr 1 5 0
prppr rssps 2 2 0
prppr sprpp 0 1 0
prppr srrrs 0 1 0
prppr srrsr 0 0 1
prppr ssppp 1 0 2
prppr sspps 1 0 0
prppr ssprr 2 2 0
prppr ssprs 1 2 0
prppr sspsp 4 4 2
prppr sspsr 0 0 1
prpps pppss 0 1 0
prpps pprpp 1 0 0
prpps prrrs 0 0 1
prpps pspps 0 0 1
prpps psprp 0 1 0
prpps psprs 1 0 0
prpps psrpr 1 1 0
prpps psrps 0 0 2
prpps psrrp 0 1 7
prpps psrrr 0 1 0
prpps psrrs 1 1 0
prpps psrss 0 1 1
prpps psspp 1 0 0
prpps pssrp 0 0 1
prpps pssrr 0 1 0
prpps rpppr 1 0 0
prpps rrppp 1 0 0
prpps rrppr 1 2 1
prpps rrprr 1 1 1
prpps rrprs 0 1 0
prpps rrpsp 1 0 0
prpps rrpsr 0 1 0
prpps rsrrp 0 1 0
prpps rsrrr 1 0 1
prpps rsrrs 2 0 0
prpps rsspp 0 0 1
prpps rsspr 3 0 4
prpps rssps 1 1 2
prpps sprpp 0 0 1
prpps sprrs 1 0 0
prpps ssppp 3 0 1
prpps ssppr 1 0 0
prpps ssprp 0 0 1
prpps ssprr 0 2 1
prpps ssprs 2 2 0
prpps sspsp 1 2 1
prpps sspss 1 0 0
prpps sssrp 0 0 1
prpr pprp 0 1 0
prpr pprr 1 0 0
prpr pprs 0 0 1
prpr prrr 1 1 3
prpr pspr 3 2 3
prpr psrp 4 2 4
prpr psrr 18 22 5
prpr psrs 0 1 5
prpr pssp 0 1 0
prpr psss 0 1 1
prpr rpps 0 2 0
prpr rrpp 2 1 0
prpr rrpr 4 5 3
prpr rrps 2 3 2
prpr rrrp 0 2 2
prpr rrrr 1 0 0
prpr rrsr 0 0 1
prpr rspr 0 0 1
prpr rsrp 1 1 0
prpr rsrr 2 6 0
prpr rssp 9 9 43
prpr rssr 2 0 1
prpr sprp 0 1 0
prpr sprr 0 2 4
prpr srrr 1 0 1
prpr sspp 0 5 2
prpr sspr 7 16 4
prpr ssps 5 12 8
prpr ssrp 0 1 0
prpr ssrr 1 0 1
prpr sssr 0 1 0
prprp pprsp 0 0 1
prprp prrrr 1 0 0
prprp prrrs 1 1 0
prprp psprp 1 0 1
prprp psprr 0 0 1
prprp psrpp 2 0 0
prprp psrpr 1 0 0
prprp psrps 0 0 1
prprp psrrr 2 3 0
prprp psrsp 2 0 0
prprp psrsr 3 0 0
prprp psssr 0 1 0
prprp rrprp 0 0 1
prprp rrprr 0 1 1
prprp rrpsr 0 0 1
prprp rrpss 1 0 0
prprp rrrps 1 1 0
prprp rrsrs 1 0 0
prprp rsprr 1 0 0
prprp rsspp 0 1 2
prprp rsspr 1 0 0
prprp rssps 36 1 2
prprp rssrr 0 1 0
prprp sprrp 0 0 1
prprp sprrr 0 0 2
prprp sprrs 1 0 0
prprp srrrr 1 0 0
prprp ssppr 1 1 0
prprp ssprp 1 0 0
prprp ssprr 1 1 0
prprp sspsr 1 7 0
prprp ssrrp 0 0 1
prprr pprrs 0 0 1
prprr prrrs 1 0 0
prprr psprp 1 0 1
prprr psprr 1 0 0
prprr psrpp 0 1 0
prprr psrpr 1 0 0
prprr psrps 0 1 1
prprr psrrr 12 4 2
prprr rrppr 2 0 0
prprr rrprr 2 0 2
prprr rrpss 0 2 0
prprr rrrrr 1 0 0
prprr rsrpp 0 0 1
prprr rsrrr 2 0 0
prprr rssps 1 6 2
prprr rssrp 0 1 0
prprr rssrs 0 0 1
prprr srrrs 0 0 1
prprr ssprp 1 1 0
prprr ssprr 1 3 1
prprr sspsr 2 2 1
prprr ssrrs 1 0 0
prprs pprpr 0 0 1
prprs prrrr 0 1 0
prprs psprp 2 0 0
prprs psrpp 1 0 1
prprs psrrr 3 7 11
prprs psrsr 1 0 0
prprs pssps 0 1 0
prprs psssp 0 0 1
prprs rppsp 0 0 1
prprs rppsr 0 1 0
prprs rrppr 0 1 0
prprs rrprp 0 0 2
prprs rrprr 0 1 1
prprs rrprs 0 0 1
prprs rrpsr 0 0 1
prprs rrpss 1 0 1
prprs rrrps 0 1 1
prprs rsrpp 0 0 1
prprs rsrrr 1 1 1
prprs rsrrs 0 1 1
prprs rssps 1 2 6
prprs sprps 1 0 0
prprs sprrr 1 0 0
prprs sprrs 1 0 0
prprs ssppr 0 3 1
prprs ssprp 2 2 1
prprs ssprr 4 1 6
prprs sspsp 0 1 0
prprs sspsr 3 5 3
prprs ssrpr 0 1 0
prprs sssrr 0 0 1
prps ppps 0 0 1
prps pprr 0 0 1
prps pprs 0 3 1
prps prpr 0 0 1
prps prrp 1 0 0
prps prrr 2 1 3
prps pspr 1 5 3
prps psps 0 1 0
prps psrp 5 2 5
prps psrr 26 21 33
prps psrs 1 0 2
prps pssr 0 1 0
prps psss 1 1 1
prps rpps 1 0 2
prps rrpp 3 0 4
prps rrpr 3 2 2
prps rrps 3 2 4
prps rrrp 3 0 0
prps rspp 0 0 1
prps rsps 0 0 1
prps rsrr 10 13 11
prps rsrs 0 1 0
prps rssp 19 8 12
prps rsss 1 0 0
prps sprp 1 1 1
prps sprr 0 2 2
prps sprs 0 0 1
prps srrr 0 1 0
prps srrs 1 0 1
prps sspp 1 4 7
prps sspr 11 6 11
prps ssps 14 8 7
prps ssrp 0 0 1
prps ssrr 0 1 1
prps sssp 1 0 0
prpsp pppsr 1 0 0
prpsp pprrs 0 0 1
prpsp prprp 1 0 0
prpsp prrrp 1 0 0
prpsp prrrr 0 0 1
prpsp prrrs 1 0 0
prpsp psprp 0 0 1
prpsp psprr 2 0 0
prpsp psrpp 0 0 1
prpsp psrpr 1 0 0
prpsp psrps 1 0 2
prpsp psrrp 1 1 2
prpsp psrrr 1 0 0
prpsp psrrs 13 5 9
prpsp psrsp 1 1 0
prpsp psssr 1 0 0
prpsp rppsp 1 1 0
prpsp rrppp 2 0 0
prpsp rrpps 1 0 0
prpsp rrprp 0 0 1
prpsp rrprr 0 0 1
prpsp rrpsp 1 1 0
prpsp rrpsr 1 0 0
prpsp rsppr 0 0 1
prpsp rspsp 0 1 0
prpsp rsrrp 5 0 2
prpsp rsrrs 1 1 1
prpsp rsspp 6 3 1
prpsp rsspr 1 0 0
prpsp sprpr 0 0 1
prpsp sprrr 0 1 1
prpsp sprss 0 1 0
prpsp srrsp 0 0 1
prpsp ssppr 1 0 0
prpsp sspps 0 2 4
prpsp ssprp 3 2 4
prpsp ssprs 1 1 0
prpsp sspsp 2 0 0
prpsp sspss 2 2 1
prpsp ssrpr 0 1 0
prpsp ssrrr 1 0 0
prpsr prrpp 0 0 1
prpsr prrrs 0 0 1
prpsr psprr 1 0 0
prpsr psrps 0 1 4
prpsr psrrp 1 0 0
prpsr psrrs 5 3 16
prpsr psrss 0 0 1
prpsr pssss 1 0 0
prpsr rppsp 0 0 1
prpsr rrppp 1 1 0
prpsr rrpps 1 0 0
prpsr rrprp 0 0 1
prpsr rrprr 0 0 1
prpsr rrprs 1 0 0
prpsr rrpsp 0 0 1
prpsr rrpsr 0 1 0
prpsr rrpss 0 0 1
prpsr rrrpp 0 0 1
prpsr rrrpr 0 0 1
prpsr rrrps 1 0 0
prpsr rsrrp 0 0 3
prpsr rsrrr 1 0 1
prpsr rsrrs 0 0 5
prpsr rsspp 3 1 7
prpsr rsspr 1 3 4
prpsr rsssp 1 0 0
prpsr sprps 0 0 1
prpsr srrsp 0 1 0
prpsr sspps 1 0 0
prpsr ssprp 0 1 3
prpsr ssprr 1 0 1
prpsr ssprs 0 1 1
prpsr sspsp 1 4 5
prpsr sspss 0 1 2
prpsr ssspp 0 0 1
prpss pprsr 0 0 1
prpss pprss 1 1 0
prpss prrrs 0 1 0
prpss psprp 1 0 0
prpss psprr 1 3 0
prpss pspsp 1 0 0
prpss psrpp 0 0 1
prpss psrps 0 0 1
prpss psrrp 1 0 1
prpss psrrr 1 0 0
prpss psrrs 3 7 7
prpss pssrp 0 1 0
prpss pssss 0 0 1
prpss rrprp 2 0 0
prpss rrpsp 0 0 2
prpss rsrrp 1 2 1
prpss rsrrr 3 0 0
prpss rsrrs 2 2 2
prpss rsrss 1 0 0
prpss rsspp 2 1 0
prpss rsspr 1 1 2
prpss rssps 0 1 0
prpss sprps 1 0 0
prpss sprrr 0 2 0
prpss srrrr 0 0 1
prpss sspps 1 1 2
prpss ssprp 1 2 3
prpss sspsp 2 0 1
prpss sspss 2 2 1
prpss ssrrp 0 0 1
prr ppp 2 2 0
prr ppr 7 9 7
prr prr 17 4 5
prr prs 0 1 0
prr psp 11 8 7
prr psr 113 95 62
prr pss 7 2 1
prr rpp 10 10 7
prr rpr 1 0 0
prr rrp 54 27 46
prr rrr 6 6 5
prr rrs 1 1 1
prr rsp 1 1 0
prr rsr 25 20 15
prr rss 36 39 37
prr spr 15 7 2
prr srr 9 7 3
prr ssp 149 151 112
prr ssr 8 11 5
prr sss 9 2 0
prrp pprr 2 2 2
prrp pprs 0 0 1
prrp prrp 2 2 1
prrp pspp 2 2 1
prrp pspr 1 1 0
prrp psrp 27 16 15
prrp psrr 0 1 1
prrp psrs 0 0 1
prrp pssr 0 1 0
prrp rppp 0 1 1
prrp rppr 0 1 1
prrp rpps 2 0 1
prrp rrpp 11 11 21
prrp rrpr 1 1 0
prrp rrrp 0 0 1
prrp rrrr 0 2 2
prrp rrsr 0 1 0
prrp rsrp 4 5 3
prrp rsrr 0 1 0
prrp rsrs 1 1 0
prrp rssp 1 3 1
prrp rssr 4 16 9
prrp rsss 0 0 1
prrp sprp 1 0 0
prrp sprr 1 0 0
prrp srrp 0 2 1
prrp sspp 2 3 0
prrp sspr 26 48 11
prrp ssps 11 5 4
prrp ssrp 1 0 0
prrp ssrr 0 2 1
prrp ssrs 0 1 0
prrpp pprrp 1 0 0
prrpp pprrr 0 1 0
prrpp pprsr 0 0 1
prrpp prrpr 0 1 0
prrpp psppr 0 0 1
prrpp psrpp 5 2 7
prrpp psrps 1 0 0
prrpp psrrr 0 0 1
prrpp psrss 1 0 0
prrpp rpppr 0 0 1
prrpp rpprp 0 1 0
prrpp rppsp 0 1 0
prrpp rrppp 1 0 0
prrpp rrppr 0 0 1
prrpp rrpps 6 8 5
prrpp rrrps 0 0 1
prrpp rrrrr 1 0 1
prrpp rsrpp 0 1 0
prrpp rsrpr 0 1 1
prrpp rsspr 0 0 1
prrpp rssrp 0 0 1
prrpp rssrr 1 1 2
prrpp rssrs 2 0 2
prrpp rsssr 1 0 0
prrpp srrpr 0 1 0
prrpp ssprp 0 0 1
prrpp ssprr 2 3 5
prrpp sspsp 1 1 2
prrpp ssrrr 0 0 1
prrpr pprrs 1 0 1
prrpr prrpp 1 0 0
prrpr prrpr 0 1 0
prrpr psppr 0 1 1
prrpr psprr 0 1 0
prrpr psrpp 8 8 5
prrpr psrpr 2 0 0
prrpr psrps 0 1 0
prrpr rppsp 0 1 0
prrpr rppsr 0 1 0
prrpr rrpps 2 6 1
prrpr rrprs 0 1 0
prrpr rsrpp 1 0 1
prrpr rsrpr 0 1 1
prrpr rsrsp 1 0 0
prrpr rssps 0 0 1
prrpr rssrr 3 0 0
prrpr sprpp 0 1 0
prrpr sprrs 0 1 0
prrpr ssppp 0 1 0
prrpr ssppr 0 1 0
prrpr ssprp 1 0 0
prrpr ssprr 2 6 17
prrpr sspsp 0 1 1
prrpr sspss 8 1 0
prrpr ssrpr 1 0 0
prrps pprrp 0 0 1
prrps pprrr 0 1 0
prrps prrpp 0 0 2
prrps psppp 0 0 1
prrps psppr 1 0 0
prrps psprp 1 0 0
prrps psrpp 5 5 4
prrps pssrs 0 1 0
prrps rpppr 0 0 1
prrps rpprs 0 0 1
prrps rrpps 5 3 3
prrps rrprp 0 0 1
prrps rrrrp 0 0 1
prrps rrrrr 0 0 1
prrps rrsrs 0 0 1
prrps rsrpp 2 0 0
prrps rsrpr 0 1 0
prrps rsrrs 0 1 0
prrps rsrsp 0 0 1
prrps rsspp 0 0 1
prrps rsspr 1 1 0
prrps rssrp 0 1 0
prrps rssrr 2 3 2
prrps rssrs 2 2 2
prrps srrps 0 0 2
prrps ssppp 0 0 1
prrps ssppr 1 1 0
prrps ssprp 2 5 12
prrps ssprr 12 4 9
prrps ssprs 1 0 0
prrps sspsp 0 2 3
prrps ssrrs 1 1 0
prrps ssrsp 0 1 0
prrr pppp 1 0 0
prrr ppps 1 0 0
prrr pprr 1 1 0
prrr pprs 0 0 4
prrr prrp 6 5 4
prrr prrr 0 1 0
prrr prrs 1 0 0
prrr pspp 3 0 3
prrr pspr 1 2 1
prrr psps 1 0 0
prrr psrp 58 27 19
prrr psrr 0 2 0
prrr psrs 1 2 0
prrr pssp 3 1 2
prrr psss 1 0 0
prrr rppp 2 2 0
prrr rppr 1 0 0
prrr rpps 1 0 4
prrr rprp 0 1 0
prrr rrpp 23 16 10
prrr rrpr 1 1 0
prrr rrps 0 2 1
prrr rrrp 1 0 1
prrr rrrr 3 0 1
prrr rrss 0 1 0
prrr rspr 1 0 0
prrr rsrp 11 3 2
prrr rsrs 2 2 2
prrr rssp 1 2 2
prrr rssr 11 6 9
prrr rsss 3 1 0
prrr sprp 11 2 1
prrr sprs 0 0 1
prrr srrp 3 2 1
prrr srrr 3 0 0
prrr sspp 6 2 2
prrr sspr 64 16 19
prrr ssps 20 14 3
prrr ssrp 0 1 0
prrr ssrr 5 0 1
prrr ssrs 1 0 0
prrr sssp 3 4 0
prrr sssr 0 2 0
prrrp pprsr 1 0 0
prrrp pprss 0 2 1
prrrp prrpp 1 0 1
prrrp prrpr 1 1 0
prrrp psppp 2 1 0
prrrp psprr 0 0 1
prrrp psrpp 4 8 3
prrrp psrpr 0 1 0
prrrp psrps 0 1 1
prrrp psspr 0 0 1
prrrp pssps 0 1 0
prrrp rppsr 1 0 0
prrrp rppss 1 1 1
prrrp rrppp 4 3 0
prrrp rrppr 0 2 0
prrrp rrpps 0 0 1
prrrp rrpsr 0 0 1
prrrp rrrpp 0 0 1
prrrp rrrrp 0 1 0
prrrp rsrpp 0 0 1
prrrp rsrsr 1 1 0
prrrp rsspr 1 0 1
prrrp rssrp 1 3 1
prrrp rssrr 2 1 1
prrrp sprpp 0 0 1
prrrp sprsp 1 0 0
prrrp srrpp 0 0 1
prrrp ssppp 1 1 0
prrrp ssprp 8 7 4
prrrp sspsp 2 0 1
prrrp ssrrp 1 0 0
prrrr ppppp 1 0 0
prrrr pppsp 0 0 1
prrrr pprrr 1 0 0
prrrr prrpp 1 2 0
prrrr prrpr 2 1 0
prrrr prrsr 1 0 0
prrrr psppp 1 0 0
prrrr pspps 1 0 1
prrrr psprr 1 0 0
prrrr pspsp 1 0 0
prrrr psrpp 33 8 8
prrrr psrpr 1 1 1
prrrr psrps 3 2 0
prrrr psrsr 0 1 0
prrrr psspp 1 1 0
prrrr psspr 1 0 0
prrrr psssr 1 0 0
prrrr rpppr 1 1 0
prrrr rpprp 1 0 0
prrrr rppss 0 1 0
prrrr rrppp 12 4 3
prrrr rrppr 1 0 2
prrrr rrpps 0 0 1
prrrr rrprr 0 1 0
prrrr rrrpr 0 1 0
prrrr rrrrp 0 1 1
prrrr rrrrs 1 0 0
prrrr rsprp 1 0 0
prrrr rsrpp 5 2 2
prrrr rsrpr 0 0 1
prrrr rsrps 1 0 0
prrrr rsrsp 0 0 1
prrrr rsrss 0 1 0
prrrr rssps 1 0 0
prrrr rssrp 2 1 1
prrrr rssrr 4 0 0
prrrr rsssp 0 1 0
prrrr rsssr 0 2 0
prrrr sprpp 10 0 0
prrrr sprpr 1 0 0
prrrr srrpr 1 2 0
prrrr srrrp 1 1 0
prrrr srrrs 1 0 0
prrrr ssppp 5 0 1
prrrr ssprp 38 13 5
prrrr ssprr 3 0 0
prrrr sspsp 13 3 1
prrrr sspsr 1 0 0
prrrr sspss 1 0 0
prrrr ssrrp 3 1 0
prrrr ssrrs 1 0 0
prrrr ssrsp 0 0 1
prrrr ssspp 1 0 0
prrrr ssspr 1 0 1
prrrs pprrp 0 1 0
prrrs prrpp 0 1 3
prrrs prrpr 0 1 0
prrrs prrrs 0 0 1
prrrs psprr 0 0 1
prrrs psprs 1 0 0
prrrs psrpp 2 11 11
prrrs psrrp 1 0 0
prrrs psrrr 0 1 0
prrrs psrsr 0 1 1
prrrs psspp 0 0 1
prrrs rpppp 0 0 1
prrrs rppps 0 0 1
prrrs rprpr 0 1 0
prrrs rrppp 2 5 7
prrrs rrppr 0 0 1
prrrs rrprs 0 0 1
prrrs rrpss 1 0 1
prrrs rrsss 0 0 1
prrrs rsrpp 1 0 2
prrrs rsrsp 0 1 0
prrrs rsrsr 0 1 0
prrrs rsspp 0 0 1
prrrs rssps 0 0 1
prrrs rssrp 0 2 0
prrrs rssrr 1 0 3
prrrs rsssr 0 1 0
prrrs sprpp 0 0 1
prrrs srrpp 0 0 1
prrrs srrps 0 1 0
prrrs ssppp 1 0 1
prrrs ssprp 3 7 4
prrrs ssprs 1 0 0
prrrs sspsp 3 4 6
prrrs ssrpp 1 0 0
prrrs ssspp 0 1 0
prrrs ssspr 2 0 1
prrrs sssrp 0 0 1
prrrs sssrs 0 0 1
prrs pppp 1 1 0
prrs pprp 1 0 1
prrs pprr 1 1 1
prrs pprs 0 1 2
prrs prrp 2 1 1
prrs prss 0 0 1
prrs pspp 1 2 3
prrs pspr 0 1 0
prrs psps 1 0 0
prrs psrp 22 14 49
prrs psrr 1 0 1
prrs psrs 0 2 0
prrs pssp 1 0 1
prrs rppp 1 1 2
prrs rppr 1 0 0
prrs rpps 0 3 1
prrs rrpp 4 5 13
prrs rrpr 0 1 0
prrs rrps 0 0 1
prrs rrrp 1 2 2
prrs rrrr 0 0 1
prrs rrsp 0 0 1
prrs rspp 0 0 1
prrs rsrp 2 4 10
prrs rsrs 1 1 0
prrs rssp 4 1 1
prrs rssr 5 12 9
prrs rsss 1 0 1
prrs sprp 2 3 2
prrs srrp 2 2 1
prrs srrs 0 0 1
prrs sspp 3 2 8
prrs sspr 14 33 46
prrs ssps 20 10 10
prrs ssrp 1 1 2
prrs ssrr 0 3 2
prrs ssrs 1 0 0
prrs sssp 0 1 0
prrs ssss 0 1 0
prrsp pprpr 1 0 0
prrsp pprrr 0 1 0
prrsp pprsr 0 0 1
prrsp pprss 1 0 0
prrsp prrpp 1 0 0
prrsp prssp 1 0 0
prrsp psppr 0 0 1
prrsp pspps 0 1 1
prrsp psrpp 2 0 1
prrsp psrpr 0 0 1
prrsp psrps 23 8 13
prrsp psrrp 1 0 0
prrsp psspr 1 0 0
prrsp rpppp 0 0 1
prrsp rpppr 1 0 0
prrsp rppsr 0 0 1
prrsp rrppp 0 0 1
prrsp rrppr 0 0 1
prrsp rrpps 1 3 6
prrsp rrpsr 0 1 0
